"experiment","dataset","method","repeats","time_sec_mean","sampling_time_sec_mean","burn_covariance_time_sec_mean","gvi_covariance_time_sec_mean","ess_mean_mean","efficiency_mean","efficiency_sd","p_jump_mean","rho1_mean","epsilon_mean","L_mean"
"4.2.3_glmm","glmm_polypharmacy","HMC","3","7246.09657542796","6648.40776644709","333.818436617187",,"808331.298304745","0.808331298304745","0.041633958455139","0.977240264026403","-0.017039732360172","0.0772679733330506","30.6666666666667"
"4.2.3_glmm","glmm_polypharmacy","HMC-GVI","3","6112.10468261021","6106.47336824564",,"5.63131436457237","876163.122560635","0.876163122560635","0.00331356381393347","0.98873696369637","-0.0105705686828888","0.072","24"
